DENOMINAÇÃO,MORADA,CONCELHO,DISTRITO,FORMA JURÍDICA,ANO REGISTO,NIPC
Abrigo Familiar Casa de S. José,Rua da Cruzinha,Porto de Mós,Leiria,Associação,1982,500850631
Associação de Amparo Familiar de Mira de Aire,Vila de Mira de Aire,Porto de Mós,Leiria,Associação,1997,503571318
Associação de Bem-Estar em Cruz da Légua,Lugar de Cruz da Légua - Pedreiras,Porto de Mós,Leiria,Associação,1983,501321438
Santa Casa da Misericórdia de Porto de Mós,Rua Francisco Serra Frazão,Porto de Mós,Leiria,Misericórdia,1984,501225420
Solar do Povo do Juncal,Juncal,Porto de Mós,Leiria,Fundação,1992,501411283
CASSAC - Centro de Apoio Social Serra D'Aire e Candeeiros,"Lugar de Marinha Mendiga,",Porto de Mós,Leiria,Associação,2004,506671496
Associação de Apoio Infantil de Pedreiras,Pedreiras,Porto de Mós,Leiria,Associação,2005,506580369
"Associação,Serviço e Socorro Voluntário de São Jorge","Rua Nossa Senhora da Vitória, nº.
10",Porto de Mós,Leiria,Associação,2013,501964487
Centro Paroquial de Assistência da Freguesia do Juncal,"Rua dos Olivais, n.º 14 - Juncal",Porto de Mós,Leiria,Fundação,2017,501143459
Associação Monte das Oliveiras,"Rua 25 de Abril, Nº. 20 - Freg. de
Triana",Alenquer,Lisboa,Associação,1990,501860991
Associação Social de Apoio na Velhice e na Infância de Ota,"""Ota-Clube"" Largo Dr. Mário Madeira,
n.º 2 - Ota",Alenquer,Lisboa,Associação,1992,502774240
Centro Social Paroquial do Carregado,"Rua Vaz Monteiro, n.º 55",Alenquer,Lisboa,"Centro Social
Paroquial",1992,502708409
Centro Social Paroquial de Nossa Senhora das Virtudes de Ventosa,"Penedos, Freguesia de Ventosa",Alenquer,Lisboa,"Centro Social
Paroquial",1996,503526436
Instituto de Beneficência Maria da Conceição Ferrão Pimentel,Abrigada,Alenquer,Lisboa,"Instituto de
Organização
Religiosa",1982,500849943
Santa Casa da Misericórdia da Aldeia Galega de Merceana,Charnais da Merceana,Alenquer,Lisboa,Misericórdia,1987,500949557
Santa Casa da Misericórdia de Alenquer,Vila de Alenquer,Alenquer,Lisboa,Misericórdia,1985,500852227
Centro Social Paroquial do Divino Espírito Santo de Ota,Ota,Alenquer,Lisboa,"Centro Social
Paroquial",1999,504295349
Associação de Apoio a Idosos e Jovens da Freguesia de Meca,"Rua Luís de Camões , nº. 9,
Freguesia de Meca",Alenquer,Lisboa,Associação,2002,504015150
Fundação Mariápolis,"Cidadela Arco-Íris, V.Menriço,
Abrigada",Alenquer,Lisboa,"Instituto de
Organização
Religiosa",2000,504539477
Associação Humanitária e de Solidariedade Social de St. Ana Carnota,"Lugar e freguesia de Santana da
Carnota",Alenquer,Lisboa,Associação,2004,506438341
Centro de Dia São Miguel de Palhacana - Associação,"Lugar e freguesia de Pereiro de
Palhacana",Alenquer,Lisboa,Associação,2008,507231023
"Comissão de Reformados, Pensionistas e Idosos de Alenquer",Rua dos Guerras. Pátio da Chemina,Alenquer,Lisboa,Associação,2009,501986596
Centro Social da Freguesia de Arranhó,"Rua das Missões Ultramarinas
Portuguesas, n.º 2","Arruda dos
Vinhos",Lisboa,Associação,1996,503487821
Fundação Lemos Pereira,"Rua 5 de Outubro, 8","Arruda dos
Vinhos",Lisboa,Fundação,1988,502025921
Santa Casa da Misericórdia de Arruda dos Vinhos,Arruda dos Vinhos,"Arruda dos
Vinhos",Lisboa,Misericórdia,1984,501110186
Centro Social para o Desenvolvimento de S. Tiago dos Velhos,Rua da Fonte nº. 2 - C,"Arruda dos
Vinhos",Lisboa,Associação,2007,505034166
Associação do Centro de Dia para a 3.ª Idade de Nossa Senhora do Paraíso,"Rua do Lavadouro, nº1-Vale do
Paraíso",Azambuja,Lisboa,Associação,1991,503309303
Centro Social e Paroquial de Aveiras de Baixo,Aveiras de Baixo,Azambuja,Lisboa,"Centro Social
Paroquial",1997,503562955
Centro Social Paroquial de Azambuja,Azambuja,Azambuja,Lisboa,"Centro Social
Paroquial",1985,501860916
Centro Social Paroquial de Alcoentre,Largo da Igreja,Azambuja,Lisboa,"Centro Social
Paroquial",1986,501658637
Centro Social Paroquial de Aveiras de Cima,Aveiras de Cima,Azambuja,Lisboa,"Centro Social
Paroquial",1986,501327746
Santa Casa da Misericórdia de Azambuja,Azambuja,Azambuja,Lisboa,Misericórdia,1985,501129820
"Casa do Pombal ""A Mãe"" - Associação de Solidariedade Social",Vila de Aveiras de Cima,Azambuja,Lisboa,Associação,2000,504375504
Centro Social de Tagarro,"R.Victor Man.Oliv.Severino-
LgTagarro -Fg.Alcoentre",Azambuja,Lisboa,Associação,2006,507401239
APROBES - Assiação Para o Bem Estar Ssocial de Vila Nova da Rainha,"Bairro da Socasa, Bloco 10 r/c A",Azambuja,Lisboa,Associação,2007,507394011
Associação de Solidariedade Montejunto,"Lugar de Pragança - Freguesia de
Lamas",Cadaval,Lisboa,Associação,1996,503482668
Centro Social Paroquial de Alguber,Alguber,Cadaval,Lisboa,"Centro Social
Paroquial",1989,502524650
Centro Social Paroquial de Lamas,Rochaforte - Lamas,Cadaval,Lisboa,"Centro Social
Paroquial",1988,502092483
Cáritas Paroquial de Vilar,"Rua Padre Leandro Serrão, n.º 13",Cadaval,Lisboa,"Instituto de
Organização
Religiosa",1993,502675594
Santa Casa da Misericórdia do Cadaval,Cadaval,Cadaval,Lisboa,Misericórdia,1988,500849463
Associação Cultural e Social da Tojeira,"Lugar da Tojeira, Freguesia de Vilar",Cadaval,Lisboa,Associação,2002,501740449
"ASAVIDA- Associação de apoio Social ""Ajudar a Viver da Dagorda","(Provis) R.Professor Natividade
Figueiredo,12 r/c",Cadaval,Lisboa,Associação,2005,507015789
"Associação Murteirense de Cultura, Desporto e Solidariedade Social","Rua Campo da Bola - Murteira -
Lamas",Cadaval,Lisboa,Associação,2006,501214046
Associação Paraíso das Crianças,"R António Henriques, nº 19 -
Sobrena",Cadaval,Lisboa,Associação,2007,507740548
"Associação de Apoio Social dos Trabalhadores dos Serviços Municipais e
Municipalizados de Cascais","(prov) Lj.-M- Urb.dos Saraivas-Qtª.da
Bicuda-Torre",Cascais,Lisboa,Associação,1997,503814466
Associação de Beneficência Luso - Alemã,"Rua Infante Dom Henrique, 80",Cascais,Lisboa,Associação,1984,501428925
Associação Benéfica de Súbditos Britânicos em Portugal,"Praça Junqueira, Nº. 5 - B -
Carcavelos",Cascais,Lisboa,Associação,1989,500847266
"Associação das Antigas Alunas e Alunos das Filhas de Maria Auxiliadora -
AAAFMA","Rua Trouville, Nº. 4, Monte Estoril",Cascais,Lisboa,Associação,1993,502858915
Associação Apoio Social Nossa Senhora da Assunção,"Lg.Nª.Srª.da Assunção-Junto Capela-
Malveira Serra",Cascais,Lisboa,Associação,1993,502369345
Associação de Apoio Social Nossa Senhora das Neves de Manique de Baixo,"Est.Carrascal -Edif.da Sociedade-
Manique Baixo",Cascais,Lisboa,Associação,1996,503381594
Associação de Idosos de Santa Iria,Rua Júlio Dinis - Murches,Cascais,Lisboa,Associação,1992,502555351
Associação de S. Bartolomeu dos Alemães,Rua Drº António Martins Nº 8 - Estoril,Cascais,Lisboa,Associação,1987,500846707
Associação Antigos Alunos Salesianos do Estoril,"Rua de D. Bosco, 1381",Cascais,Lisboa,Associação,1992,501427422
Associação dos Idosos e Deficientes do Penedo,"Rua Manuel Casanova Rodrigues,
n.º 74",Cascais,Lisboa,Associação,1989,501867139
Associação Escola 31 de Janeiro,Parede,Cascais,Lisboa,Associação,1982,500099251
Associação Social dos Idosos da Amoreira,Lugar de Amoreira - Alcabideche,Cascais,Lisboa,Associação,1996,502825618
Casa de Repouso Britânica,"Rua Bento Carqueja - Quinta da
Fonte l",Cascais,Lisboa,Associação,1988,502014172
Casa do Sagrado Coração de Jesus,"R. Dr.José Joaquim de Almeida, 57-
Carcavelos",Cascais,Lisboa,Associação,1987,500997900
Centro Paroquial do Estoril,"Rua D.Afonso Henriques, 1760 -
Estoril",Cascais,Lisboa,"Centro Social
Paroquial",1982,501646825
Centro Comunitário da Paróquia da Parede,Avenida Amadeu Duarte - Parede,Cascais,Lisboa,"Centro Social
Paroquial",1987,501900535
Centro Comunitário da Paróquia de Carcavelos,"Av. do Loureiro, 394 - Carcavelos",Cascais,Lisboa,"Centro Social
Paroquial",1982,502127600
Centro Comunitário de Tires,Tires - S. Domingos de Rana,Cascais,Lisboa,"Centro Social
Paroquial",1986,501742662
Centro Comunitário do Murtal,"Ig.do Murtal- Urbanização Doroana-
R.B -Murtal",Cascais,Lisboa,"Centro Social
Paroquial",1996,503633461
Centro de Cooperação Familiar,"Rua de Luanda, Lote C - Parede",Cascais,Lisboa,"Instituto de
Organização
Religiosa",1985,501612165
Centro Social Paroquial de São Vicente de Alcabideche,Largo de São Vicente - Alcabideche,Cascais,Lisboa,"Centro Social
Paroquial",1983,501446648
Centro Social Paroquial de São Domingos de Rana,"Rua Castelo de Guimarães, n.º 1 C",Cascais,Lisboa,"Centro Social
Paroquial",1985,500987483
Centro Social Paroquial São Pedro e São João Estoril,"Praceta Padre João Cabeçadas -
Estoril",Cascais,Lisboa,"Centro Social
Paroquial",1988,501845690
Fundação Dr. José Ribeiro Espírito Santo Silva,"Largo da Misericordia, 1",Cascais,Lisboa,Fundação,1991,500801231
Fundação Semi Internato Nossa Senhora da Assunção,"R. Padre Jose Maria Loureiro, 8",Cascais,Lisboa,"Instituto de
Organização
Religiosa",1986,500877408
Fundação Sousa da Fonseca,"Praceta B-Lote 7-B, Zona 4 Rua 5-
Carcavelos",Cascais,Lisboa,Fundação,1982,501226486
IDEIA - Instituto para o Desenvolvimento Educativo Integrado na Acção,"Tires - Freguesia de S. Domingos de
Rana",Cascais,Lisboa,Associação,1992,502918020
Jardim Infantil Branca de Neve Irmãs da Misericórdia,"Avenida da Republica 1968 -Vivenda
Osiria - Parede",Cascais,Lisboa,"Instituto de
Organização
Religiosa",1986,501666320
Obra de Sant' Ana-Associação dos Doentes do Hospital de Sant' Ana,Rua de Benguela,Cascais,Lisboa,Associação,1990,502173629
"RESSURGIR - Associação Humanitária de Famílias e Amigos de Mulheres e
Homens Presos","R.Bombeiros Volunt.Carcavelos,167 -
Quinta Alagoa",Cascais,Lisboa,Associação,1997,503325163
Santa Casa da Misericórdia de Cascais,"Largo da Misericórdia, nº 51",Cascais,Lisboa,Misericórdia,1981,500876240
Sociedade de Educação Social de S. João do Estoril,"R. João António Gaspar, 559 -
S.João Estoril",Cascais,Lisboa,Associação,1997,500998981
Associação Nacional da Espondilite Anquilosante (ANEA),"Rua de Platão, n.º 147",Cascais,Lisboa,Associação,1987,501830995
"A Barragem - Fundação Portuguesa Para o Estudo, Prevenção e Tratamento
das Dependências",Casa da Barragem - Quinta do Pisão,Cascais,Lisboa,Fundação,1990,501823662
Centro de Acolhimento de Doentes Com Sida,"Qtª.Lombos,Lote 34,1º,Esqº-Lombos
Sul-Carcavelos",Cascais,Lisboa,Associação,1998,504125435
Associação Portuguesa para a Prevenção e Desafio à SIDA,"Rua André Homem, Edifício SER+,
n.º 60",Cascais,Lisboa,Associação,1999,504085670
"Fundação ""O Século""","Av. Marginal, 4350 - S. Pedro do
Estoril",Cascais,Lisboa,Fundação,1999,504617990
Associação de Surdos da Linha de Cascais,"Rua Francisco Ribeiro, nº 57 - R/C",Cascais,Lisboa,Associação,1999,503647691
Centro de Integração Comunitária,"(Prov) Ig.Paroq. Stº. Antº. Estoril-
Avª. Marginal",Cascais,Lisboa,Associação,2000,504172409
"LAHC - Liga dos Amigos do Hospital de Cascais - Dr. José de Almeida, IPSS","Rua Luanda, lugar e freguesia de
Carcavelos",Cascais,Lisboa,Associação,2000,504664042
"Dar a Mão - Associação de Ajuda a Reclusas e Familiares do
Estabelecimento Prisional de Tires","Bairro do E.P. do Linhó, Casa 13",Cascais,Lisboa,Associação,2001,504373757
C.R.I.D. - Centro de Reabilitação e Integração de Deficientes,"Rua D. Luis da Cunha, 96 - Bairro
Alcaíde",Cascais,Lisboa,Associação,2001,504382101
Associação Portuguesa da Síndrome do X Frágil,"Lug.do Vizo, Lt.7- r/c Dtº. Bicesse,
Alcabideche",Cascais,Lisboa,Associação,2002,505140861
Associação de Educação Popular do Zambujal,"Rua Cidade de Faro - Fonte - Nova,
Zambujal",Cascais,Lisboa,Associação,2003,502058005
Centro Social de Nossa Senhora de Fátima,"Bº. Novo do Pinhal, Galiza- S.João
do Estoril",Cascais,Lisboa,"Instituto de
Organização
Religiosa",2003,505072327
Associação Novos Rostos ... Novos Desafios,"Avenida Gago Coutinho, Lote 2 , 11º-
Dtº. Parede",Cascais,Lisboa,Associação,2003,506283968
CADIN - Centro de Apoio ao Desenvolvimento Infantil,"Edifício CADIN, Estrada da Malveira",Cascais,Lisboa,Associação,2003,506285871
Associação de Apoio Social dos Amigos da Paz - Bicesse,"Rua das Nespereiras à Rua do
Canavial - Bicesse",Cascais,Lisboa,Associação,2003,504333852
Associação Mimar,"Praceta de Santa Catarina, n.º 25",Cascais,Lisboa,Associação,2004,506574237
Crianças Sem Fronteiras - Associação de Apoio à Criança,"(Provisória) Sítio do bUrriquinho,
Lote 4 - Areia",Cascais,Lisboa,Associação,2004,505483149
Associação Portuguesa dos Profissionais dos Casinos,"Avª.Vinte Cinco Abril, Edifício
Alvorada, 3º.E,F,G",Cascais,Lisboa,Associação,2004,506052311
A.R.I.M.- Associação de Reformados e Idosos do Murtal,"Rua António Sérgio, n.º 50 - Murtal",Cascais,Lisboa,Associação,2005,504161903
Fraternidade das Instituições de Apoio a Reclusos - FIAR,"Bairro Estabelecimento Prisional do
Linhó, casa 13",Cascais,Lisboa,Associação,2005,504619659
Património dos Pobres da Freguesia de STº António do Estoril,"Rua do Campo Santo, n.º 441",Cascais,Lisboa,"Instituto de
Organização
Religiosa",2007,505509210
Centro Social da Paróquia de Nossa Senhora da Conceição de Abóboda,"Igreja Paroq.Nossa Senhora da
Conceição de Abóboda",Cascais,Lisboa,"Centro Social
Paroquial",2007,507712510
Associação Jerónimo Usera,Rua do Pai Vento,Cascais,Lisboa,Associação,2008,505298562
Bens de Utilidade Social - Associação Particular de Solidariedade Social,"Estrada 5 de Junho, Armazém B1
Pedreira Maravilha",Cascais,Lisboa,Associação,2008,507839536
Associ Hípica Terapêutica,,Cascais,Lisboa,Associação,2007,502509104
BIPP - Inclusão para a Deficiência - Associação,"Rua Costa Pinto, nº 11 - R/C",Cascais,Lisboa,Associação,2006,508908507
"Viva a Vida - Associação de Apoio a Crianças e Jovens, I.P.S.S.","Rua Viana do Castelo, n.º 47 r/c Esq",Cascais,Lisboa,Associação,2011,509196012
"Associação de Apoio aos Traumatizados Crânio- Encefálicos e Suas
Familias","Edificio CADin, Estrada da Malveira",Cascais,Lisboa,Associação,2012,509310354
AGBV - Associação Gestos de Boa Vontade,"Praceta Nova, nº 5 - Loja Dta.",Cascais,Lisboa,Associação,2012,509362214
"ANITA - Associação Nacional de Intervenção no Transporte e Autonomia -
IPSS","Rua Canto e Castro, n.º 7 R/C B",Cascais,Lisboa,Associação,2012,509735991
Associação a Casa das Cores,"Rua de Santana, nº. 1696, Cascais",Cascais,Lisboa,Associação,2012,510048331
Lares da Boa Vontade (Lares Cheshire em Portugal),"Av.ª do Loureiro, 251",Cascais,Lisboa,Associação,1986,500849510
AETN - Associação de Esclerose Tuberosa em Portugal,"Rua das Rosas, n.º 34",Cascais,Lisboa,Associação,2013,509930123
Mundo Amoroso - Associação,"Rua Vasco de Lima Couto, 150 - 1.º
dtº",Cascais,Lisboa,Associação,2013,509448232
Fundação A.J.U. - Jerónimo Usera,"Rua Amália Rodrigues, n.º 159 -
Abuxarda",Cascais,Lisboa,Fundação,2014,510900631
NEEMIAS - Centro Cristão de Apoio Social (IPSS),"Rua Tomás da Anunciação -
Trajouce",Cascais,Lisboa,Associação,2013,509626750
Associação Cozinha Solidária e Refeições Com Alma,"Praceta Padre Marçal da Silveira, 31",Cascais,Lisboa,Associação,2012,509866212
Associação Uma Estrela no Universo,"Estrada de Polima, n.º 1200 C",Cascais,Lisboa,Associação,2015,513313419
P & T- Academia Portuguesa Psicologia e Teatro,"Edifício Multiserviços da Torre, Rua
das Caravelas",Cascais,Lisboa,Associação,2015,510457916
Associação de Respostas Educativas e Sociais à Comunidade ARESC,"Rua 5 de Julho n,º 196",Cascais,Lisboa,Associação,2016,509928676
VIDES - Voluntariado Internacional de Educação à Solidariedade,"Avenida Senhora do Monte da
Saúde, n.º 174",Cascais,Lisboa,Associação,2016,502547138
"Rede Solidária IBN Mucana, IPSS","Rua do Pombal-Escola Básica e
Secundária Ibn Mucan",Cascais,Lisboa,Associação,2017,513100423
Associação Guineense de Solidariedade Social - Aguinenso,"Av. Joao Paulo II Lote 528 -2º - A. -
Marvila",Lisboa,Lisboa,Associação,1987,501808272
A Festa - Associação Sócio Cultural,"Rua Amilcar Cabral, Lote 0 - 3º. Dtº.",Lisboa,Lisboa,Associação,1990,502147679
ACAPO-Associação dos Cegos e Amblíopes de Portugal,"Rua de S.José, Nº. 86 - 1.",Lisboa,Lisboa,Associação,1990,502410132
AFAS - Associação de Famílias e Amigos dos Surdos,"Avª. Infante Santo, Nº. 68 - 5º - C -
Lapa - Lisbo",Lisboa,Lisboa,Associação,1998,504001965
"AJIF-Associação de Solidariedade e Acção Social de Apoio a Jovens e
Idosos de Fátima","Avª. Marquês de Tomar, Nº. 106 B -
R\C-Esqº.",Lisboa,Lisboa,Associação,1994,502850124
Ajuda de Mãe - Associação de Solidariedade Social,"Rua do Arco do Carvalhão, n.º 282",Lisboa,Lisboa,Associação,1992,502617780
Aldeias Internacionais de Crianças Em Portugal,"Rua Anchieta, Nº. 29 - 4º.",Lisboa,Lisboa,Associação,1985,501791965
Associação Amigos da Biblioteca Fernando Rau,"Rua de São Marçal, n.º 7",Lisboa,Lisboa,Associação,1987,501393170
APOIARTE - Associação de Apoio Aos Artistas,"Estrada da Pontinha,n.º7-Edificio
Casa do Artista",Lisboa,Lisboa,Associação,1988,501705163
APRIM - Associação de Pensionistas e Idosos da Freguesia das Mercês,"Rua Jasmim, Nº. 11",Lisboa,Lisboa,Associação,1991,501723013
AREP - Associação de Reformados da Electricidade de Portugal - EDP,Lisboa,Lisboa,Lisboa,Associação,1987,501693238
"ARPIABC-Associação dos Reformados Pensionistas e Idosos das Freg.de
Alvalade,S.João Brito e C.Grande","Av.Rio de Janeiro,28- Letra A-
J.Freg.S.João Brito",Lisboa,Lisboa,Associação,1993,501979794
Assistência Infantil da Freguesia de Santa Isabel,"Rua do Patrocínio, Nº. 1 a 5",Lisboa,Lisboa,Associação,1986,500902984
